iter	Passed	Remaining
399	91585	366343
400	91859	366291
401	92130	366229
402	92375	366062
403	92623	365908
404	92857	365697
405	93097	365510
406	93358	365406
407	93610	365264
408	93841	365042
409	94074	364827
410	94344	364751
411	94596	364610
412	94838	364429
413	95074	364220
414	95319	364052
415	95556	363849
416	95800	363674
417	96047	363509
418	96293	363342
419	96532	363145
420	96777	362974
421	97020	362793
422	97267	362625
423	97509	362441
424	97753	362262
425	97994	362074
426	98250	361938
427	98511	361822
428	98759	361656
429	99019	361537
430	99263	361355
431	99508	361178
432	99751	360994
433	100004	360844
434	100252	360677
435	100494	360487
436	100734	360291
437	100976	360103
438	101221	359925
439	101449	359686
440	101690	359490
441	101938	359321
442	102177	359121
443	102427	358958
444	102674	358783
445	102914	358586
446	103148	358366
447	103397	358198
448	103650	358045
449	103888	357838
450	104139	357676
451	104395	357532
452	104655	357398
453	104896	357202
454	105143	357027
455	105380	356814
456	105640	356681
457	105902	356553
458	106140	356344
459	106521	356616
460	106776	356462
461	107026	356291
462	107266	356088
463	107571	356097
464	107836	355975
465	108080	355782
466	108331	355613
467	108588	355465
468	108830	355264
469	109074	355071
470	109331	354920
471	109573	354721
472	109820	354536
473	110079	354392
474	110305	354138
475	110564	353993
476	110799	353770
477	111039	353562
478	111292	353395
479	111524	353159
480	111782	353010
481	112031	352828
482	112289	352678
483	112523	352450
484	112828	352443
485	113161	352524
486	113385	352264
487	113638	352093
488	113895	351936
489	114153	351778
490	114401	351591
491	114649	351405
492	114878	351161
493	115111	350926
494	115376	350792
495	115622	350597
496	115864	350390
497	116115	350211
498	116380	350073
499	116615	349845
500	116884	349719
501	117126	349513
502	117388	349366
503	117657	349237
504	117950	349179
505	118205	349011
506	118494	348940
507	118831	349009
508	119096	348865
509	119385	348794
510	119625	348574
511	119886	348421
512	120142	348248
513	120380	348025
514	120623	347818
515	120893	347685
516	121138	347481
517	121383	347278
518	121611	347025
519	121843	346786
520	122073	346539
521	122338	346390
522	122581	346182
523	122828	345981
524	123067	345762
525	123314	345561
526	123575	345402
527	123812	345175
528	124056	344965
529	124317	344804
530	124567	344613
531	124807	344393
532	125059	344208
533	125315	344032
534	125591	343910
535	125844	343723
536	126117	343592
537	126415	343531
538	126663	343329
539	126913	343137
540	127181	342991
541	127450	342846
542	127698	342646
543	127948	342450
544	128192	342239
545	128437	342029
546	128672	341793
547	128944	341655
548	129222	341533
549	129461	341308
550	129705	341094
551	129945	340871
552	130182	340641
553	130415	340399
554	130652	340167
555	130887	339929
556	131123	339696
557	131375	339504
558	131608	339262
559	131853	339050
560	132101	338847
561	132347	338640
562	132618	338494
563	132854	338261
564	133130	338127
565	133386	337943
566	133711	337933
567	134017	337874
568	134269	337678
569	134550	337555
570	134795	337343
571	135027	337096
572	135291	336930
573	135541	336729
574	135794	336534
575	136058	336366
576	136303	336151
577	136558	335961
578	136807	335757
579	137050	335537
580	137335	335420
581	137641	335352
582	137902	335175
583	138141	334945
584	138382	334719
585	138648	334554
586	138889	334329
587	139137	334119
588	139366	333863
589	139619	333667
590	139868	333460
591	140115	333247
592	140350	333007
593	140586	332767
594	140828	332544
595	141087	332360
596	141337	332154
597	141580	331932
598	141831	331730
599	142072	331503
600	142341	331341
601	142594	331140
602	142836	330916
603	143071	330676
604	143321	330468
605	143574	330268
606	143825	330064
607	144091	329894
608	144346	329697
609	144584	329462
610	144829	329245
611	145103	329092
612	145354	328886
613	145608	328686
614	145850	328461
615	146092	328233
616	146360	328064
617	146613	327863
618	146862	327653
619	147119	327458
620	147362	327233
621	147597	326991
622	147850	326790
623	148098	326575
624	148337	326342
625	148602	326164
626	148858	325970
627	149111	325765
628	149358	325549
629	149597	325314
630	149850	325111
631	150087	324873
632	150334	324655
633	150641	324569
634	150886	324347
635	151135	324132
636	151388	323928
637	151638	323716
638	151897	323524
639	152154	323328
640	152406	323119
641	152644	322883
642	152892	322668
643	153143	322456
644	153394	322248
645	153644	322034
646	153886	321805
647	154126	321572
648	154380	321369
649	154637	321169
650	154881	320944
651	155135	320739
652	155384	320525
653	155631	320305
654	155873	320075
655	156114	319844
656	156357	319616
657	156614	319418
658	156862	319200
659	157114	318990
660	157352	318752
661	157588	318509
662	157827	318273
663	158083	318071
664	158322	317835
665	158576	317629
666	158844	317450
667	159095	317238
668	159338	317008
669	159584	316787
670	159843	316589
671	160087	316362
672	160326	316127
673	160597	315953
674	160851	315746
675	161109	315545
676	161361	315333
677	161609	315114
678	161852	314885
679	162111	314686
680	162367	314482
681	162612	314257
682	162860	314036
683	163111	313821
684	163365	313614
685	163648	313460
686	163900	313248
687	164175	313078
688	164451	312911
689	164753	312792
690	164986	312543
691	165253	312357
692	165520	312171
693	165798	312006
694	166061	311814
695	166383	311729
696	166638	311519
697	166903	311329
698	167157	311118
699	167393	310874
700	167644	310656
701	167884	310419
702	168141	310213
703	168374	309962
704	168622	309739
705	168859	309496
706	169102	309263
707	169342	309025
708	169598	308817
709	169903	308697
710	170158	308486
711	170412	308273
712	170653	308038
713	170899	307809
714	171145	307582
715	171414	307397
716	171661	307170
717	171918	306963
718	172167	306740
719	172434	306550
720	172675	306312
721	172914	306073
722	173168	305859
723	173442	305680
724	173713	305496
725	173956	305262
726	174201	305031
727	174451	304810
728	174680	304553
729	174938	304344
730	175203	304149
731	175451	303924
732	175713	303722
733	175972	303516
734	176229	303307
735	176478	303082
736	176720	302847
737	176972	302628
738	177212	302388
739	177455	302153
740	177739	301988
741	177975	301743
742	178228	301525
743	178483	301310
744	178726	301076
745	178998	300890
746	179277	300715
747	179526	300491
748	179773	300263
749	180035	300059
750	180295	299852
751	180542	299623
752	180805	299422
753	181051	299191
754	181319	298996
755	181567	298769
756	181820	298551
757	182072	298329
758	182328	298115
759	182570	297878
760	182833	297675
761	183091	297463
762	183335	297229
763	183581	296998
764	183844	296795
765	184090	296563
766	184359	296368
767	184625	296170
768	184906	295994
769	185140	295743
770	185399	295533
771	185649	295307
772	185912	295102
773	186155	294866
774	186402	294635
775	186654	294413
776	186912	294200
777	187165	293979
778	187408	293743
779	187665	293528
780	187917	293305
781	188148	293049
782	188403	292831
783	188633	292575
784	188881	292345
785	189121	292103
786	189400	291922
787	189641	291681
788	189887	291449
789	190121	291199
790	190384	290991
791	190711	290883
792	190975	290677
793	191211	290429
794	191520	290291
795	191799	290108
796	192120	289988
797	192438	289863
798	192704	289660
799	192947	289420
800	193218	289224
801	193463	288989
802	193705	288749
803	193963	288532
804	194229	288328
805	194479	288100
806	194774	287938
807	195099	287819
808	195361	287608
809	195607	287373
810	195900	287208
811	196154	286984
812	196414	286769
813	196669	286547
814	196932	286337
815	197192	286123
816	197450	285904
817	197734	285724
818	198002	285520
819	198267	285311
820	198511	285073
821	198761	284843
822	199047	284664
823	199310	284452
824	199598	284276
825	199850	284048
826	200106	283827
827	200363	283606
828	200618	283382
829	200888	283180
830	201145	282959
831	201399	282733
832	201627	282471
833	201886	282253
834	202120	282000
835	202368	281766
836	202626	281546
837	202888	281332
838	203137	281099
839	203396	280881
840	203651	280656
841	203900	280423
842	204146	280187
843	204386	279942
844	204644	279721
845	204921	279526
846	205177	279303
847	205440	279088
848	205692	278859
849	205941	278626
850	206202	278409
851	206467	278198
852	206724	277975
853	206958	277721
854	207211	277494
855	207463	277264
856	207727	277050
857	207996	276843
858	208241	276604
859	208500	276384
860	208744	276144
861	209000	275919
862	209324	275784
863	209592	275575
864	209843	275344
865	210088	275104
866	210351	274887
867	210610	274667
868	210871	274447
869	211128	274223
870	211392	274009
871	211744	273908
872	212151	273877
873	212414	273659
874	212674	273439
875	212919	273198
876	213166	272960
877	213411	272719
878	213662	272486
879	213913	272253
880	214167	272024
881	214424	271798
882	214697	271593
883	214978	271398
884	215409	271391
885	215949	271521
886	216201	271288
887	216489	271099
888	216746	270871
889	216980	270615
890	217235	270386
891	217513	270184
892	217765	269950
893	218030	269733
894	218298	269519
895	218549	269284
896	218806	269055
897	219077	268845
898	219351	268638
899	219602	268402
900	219887	268209
901	220156	267995
902	220409	267762
903	220663	267530
904	220928	267311
905	221182	267079
906	221449	266862
907	221694	266619
908	221941	266378
909	222166	266111
910	222410	265867
911	222670	265642
912	222913	265396
913	223155	265149
914	223404	264910
915	223675	264699
916	223915	264449
917	224170	264217
918	224440	264005
919	224711	263791
920	224953	263544
921	225225	263333
922	225504	263128
923	225747	262883
924	225997	262645
925	226257	262419
926	226532	262211
927	226783	261973
928	227046	261751
929	227287	261502
930	227532	261259
931	227815	261058
932	228054	260808
933	228318	260586
934	228580	260361
935	228821	260113
936	229072	259876
937	229327	259643
938	229580	259408
939	229828	259167
940	230083	258935
941	230329	258693
942	230590	258467
943	230848	258237
944	231137	258042
945	231388	257805
946	231639	257567
947	231916	257359
948	232192	257148
949	232474	256945
950	232750	256735
951	233018	256516
952	233279	256289
953	233585	256111
954	233919	255964
955	234200	255758
956	234483	255554
957	234733	255315
958	234989	255082
959	235261	254866
960	235534	254651
961	235771	254398
962	236023	254159
963	236285	253933
964	236563	253723
965	236807	253477
966	237077	253258
967	237326	253017
968	237592	252794
969	237843	252555
970	238090	252311
971	238356	252089
972	238602	251844
973	238853	251604
974	239104	251366
975	239376	251149
976	239637	250920
977	239903	250696
978	240176	250480
979	240440	250254
980	240696	250020
981	240977	249811
982	241230	249574
983	241491	249345
984	241740	249103
985	241980	248852
986	242215	248595
987	242457	248347
988	242708	248107
989	242947	247855
990	243197	247615
991	243442	247369
992	243682	247117
993	243953	246898
994	244199	246654
995	244449	246413
996	244697	246170
997	244947	245929
998	245194	245685
999	245469	245469
1000	245722	245231
1001	245975	244993
1002	246241	244768
1003	246513	244548
1004	246778	244323
1005	247043	244096
1006	247305	243867
1007	247556	243627
1008	247823	243402
1009	248104	243191
1010	248352	242948
1011	248601	242705
1012	248847	242460
1013	249096	242218
1014	249371	242001
1015	249673	241809
1016	249941	241585
1017	250335	241483
1018	250753	241402
1019	250998	241155
1020	251247	240911
1021	251526	240697
1022	251799	240477
1023	252058	240243
1024	252307	239999
1025	252567	239767
1026	252826	239532
1027	253093	239306
1028	253358	239078
1029	253627	238853
1030	253890	238622
1031	254158	238396
1032	254418	238163
1033	254673	237925
1034	254934	237692
1035	255201	237465
1036	255453	237224
1037	255710	236987
1038	255960	236745
1039	256226	236516
1040	256493	236289
1041	256770	236071
1042	257027	235834
1043	257294	235606
1044	257553	235372
1045	257814	235138
1046	258063	234894
1047	258322	234659
1048	258590	234431
1049	258844	234192
1050	259108	233961
1051	259366	233725
1052	259620	233485
1053	259873	233244
1054	260129	233007
1055	260374	232758
1056	260700	232582
1057	260957	232345
1058	261234	232126
1059	261479	231877
1060	261746	231649
1061	261995	231404
1062	262243	231158
1063	262494	230915
1064	262757	230684
1065	263012	230444
1066	263270	230207
1067	263525	229967
1068	263768	229717
1069	264018	229473
1070	264275	229236
1071	264535	229000
1072	264790	228761
1073	265051	228526
1074	265312	228292
1075	265579	228062
1076	265841	227829
1077	266090	227584
1078	266331	227331
1079	266583	227090
1080	266842	226852
1081	267112	226625
1082	267385	226401
1083	267651	226170
1084	267907	225931
1085	268162	225690
1086	268422	225455
1087	268672	225210
1088	268934	224976
1089	269195	224740
1090	269444	224496
1091	269703	224258
1092	269974	224031
1093	270234	223795
1094	270553	223607
1095	270788	223350
1096	271047	223113
1097	271415	222966
1098	271703	222752
1099	271941	222497
1100	272201	222260
1101	272466	222028
1102	272729	221793
1103	272976	221545
1104	273221	221296
1105	273479	221058
1106	273750	220830
1107	274025	220605
1108	274295	220375
1109	274559	220142
1110	274804	219892
1111	275052	219646
1112	275307	219405
1113	275599	219193
1114	275862	218958
1115	276135	218730
1116	276412	218506
1117	276691	218284
1118	276953	218048
1119	277200	217800
1120	277460	217563
1121	277718	217323
1122	277989	217094
1123	278241	216850
1124	278507	216616
1125	278753	216368
1126	279006	216125
1127	279249	215873
1128	279517	215642
1129	279803	215423
1130	280083	215201
1131	280370	214983
1132	280632	214747
1133	280881	214500
1134	281133	214255
1135	281402	214024
1136	281662	213786
1137	281927	213551
1138	282202	213324
1139	282493	213109
1140	282768	212881
1141	283030	212644
1142	283293	212408
1143	283577	212187
1144	283846	211954
1145	284111	211720
1146	284358	211471
1147	284600	211219
1148	284874	210990
1149	285131	210749
1150	285403	210519
1151	285645	210266
1152	285916	210035
1153	286175	209795
1154	286428	209551
1155	286680	209306
1156	286928	209058
1157	287179	208812
1158	287441	208574
1159	287692	208328
1160	287966	208099
1161	288242	207872
1162	288510	207638
1163	288772	207400
1164	289038	207165
1165	289310	206933
1166	289564	206690
1167	289829	206454
1168	290108	206227
1169	290368	205988
1170	290642	205757
1171	290908	205522
1172	291162	205278
1173	291409	205029
1174	291679	204796
1175	291941	204557
1176	292207	204321
1177	292464	204079
1178	292713	203832
1179	292966	203586
1180	293214	203338
1181	293444	203077
1182	293694	202830
1183	293950	202587
1184	294218	202352
1185	294471	202107
1186	294725	201863
1187	294980	201619
1188	295258	201391
1189	295518	201151
1190	295766	200902
1191	296025	200661
1192	296287	200422
1193	296555	200187
1194	296818	199948
1195	297068	199701
1196	297332	199463
1197	297573	199210
1198	297808	198952
1199	298071	198714
1200	298334	198475
1201	298617	198250
1202	298894	198020
1203	299167	197788
1204	299436	197553
1205	299699	197314
1206	299968	197079
1207	300241	196847
1208	300501	196606
1209	300749	196356
1210	300993	196105
1211	301268	195874
1212	301530	195634
1213	301796	195397
1214	302045	195148
1215	302311	194911
1216	302572	194670
1217	302828	194426
1218	303087	194185
1219	303340	193938
1220	303651	193730
1221	303911	193488
1222	304170	193246
1223	304415	192995
1224	304665	192747
1225	304920	192502
1226	305182	192262
1227	305446	192023
1228	305724	191793
1229	305986	191552
1230	306235	191303
1231	306490	191059
1232	306745	190814
1233	306989	190562
1234	307253	190323
1235	307550	190104
1236	307806	189859
1237	308075	189623
1238	308327	189376
1239	308605	189145
1240	308884	188914
1241	309137	188668
1242	309392	188423
1243	310083	188443
1244	310438	188258
1245	310718	188027
1246	310979	187784
1247	311238	187541
1248	311486	187290
1249	311742	187045
1250	311981	186790
1251	312223	186536
1252	312494	186299
1253	312760	186059
1254	313020	185816
1255	313270	185567
1256	313520	185319
1257	313782	185077
1258	314041	184833
1259	314309	184594
1260	314577	184355
1261	314844	184116
1262	315129	183888
1263	315392	183646
1264	315641	183396
1265	315894	183148
1266	316153	182905
1267	316411	182660
1268	316681	182422
1269	316933	182174
1270	317187	181927
1271	317461	181691
1272	317735	181456
1273	317996	181212
1274	318262	180972
1275	318568	180755
1276	318835	180515
1277	319109	180279
1278	319365	180033
1279	319644	179799
1280	319898	179552
1281	320175	179318
1282	320456	179085
1283	320717	178842
1284	320988	178604
1285	321254	178363
1286	321509	178116
1287	321761	177868
1288	322011	177618
1289	322266	177371
1290	322500	177113
1291	322770	176874
1292	323084	176659
1293	323348	176417
1294	323638	176189
1295	323918	175955
1296	324193	175719
1297	324470	175483
1298	324732	175240
1299	324996	174998
1300	325260	174755
1301	325538	174520
1302	325798	174275
1303	326062	174033
1304	326312	173783
1305	326564	173534
1306	326813	173283
1307	327054	173029
1308	327319	172786
1309	327569	172536
1310	327824	172289
1311	328089	172046
1312	328362	171808
1313	328635	171570
1314	328890	171323
1315	329145	171075
1316	329417	170836
1317	329676	170591
1318	329936	170346
1319	330193	170099
1320	330466	169861
1321	330706	169605
1322	330978	169366
1323	331218	169111
1324	331488	168871
1325	331756	168630
1326	332037	168395
1327	332294	168149
1328	332565	167909
1329	332825	167664
1330	333074	167413
1331	333318	167159
1332	333583	166917
1333	333856	166677
1334	334142	166445
1335	334401	166199
1336	334667	165957
1337	334922	165709
1338	335201	165472
1339	335470	165231
1340	335727	164984
1341	335989	164739
1342	336253	164496
1343	336526	164256
1344	336783	164009
1345	337043	163764
1346	337302	163518
1347	337553	163267
1348	337814	163022
1349	338088	162783
1350	338347	162536
1351	338608	162291
1352	338905	162063
1353	339174	161821
1354	339453	161584
1355	339728	161346
1356	339974	161093
1357	340223	160841
1358	340467	160588
1359	340727	160342
1360	340969	160087
1361	341219	159836
1362	341500	159600
1363	341746	159348
1364	341986	159092
1365	342245	158846
1366	342491	158593
1367	342745	158344
1368	343003	158097
1369	343282	157859
1370	343542	157613
1371	343789	157361
1372	344041	157111
1373	344311	156869
1374	344556	156616
1375	344830	156376
1376	345096	156133
1377	345371	155893
1378	345634	155648
1379	345907	155407
1380	346185	155169
1381	346472	154934
1382	346735	154689
1383	347007	154448
1384	347294	154213
1385	347554	153967
1386	347824	153724
1387	348075	153474
1388	348329	153224
1389	348591	152978
1390	348873	152741
1391	349123	152490
1392	349388	152245
1393	349671	152009
1394	349940	151766
1395	350195	151517
1396	350453	151269
1397	350722	151026
1398	350990	150783
1399	351234	150529
1400	351494	150282
1401	351753	150034
1402	352005	149784
1403	352271	149539
1404	352539	149295
1405	352808	149052
1406	353049	148797
1407	353317	148553
1408	353582	148308
1409	353861	148069
1410	354121	147822
1411	354390	147578
1412	354648	147331
1413	354913	147085
1414	355223	146859
1415	355488	146613
1416	355737	146361
1417	356015	146122
1418	356275	145874
1419	356529	145624
1420	356796	145380
1421	357055	145132
1422	357311	144883
1423	357577	144638
1424	357845	144393
1425	358092	144140
1426	358361	143897
1427	358626	143651
1428	358896	143407
1429	359150	143157
1430	359398	142905
1431	359660	142658
1432	359909	142406
1433	360190	142167
1434	360446	141917
1435	360724	141677
1436	361000	141435
1437	361274	141193
1438	361547	140950
1439	361808	140703
1440	362069	140455
1441	362357	140218
1442	362616	139970
1443	362894	139729
1444	363154	139481
1445	363411	139232
1446	363684	138989
1447	363932	138736
1448	364186	138486
1449	364459	138243
1450	364722	137996
1451	364983	137748
1452	365246	137501
1453	365516	137257
1454	365780	137010
1455	366043	136763
1456	366309	136517
1457	366560	136266
1458	366816	136016
1459	367062	135762
1460	367325	135515
1461	367587	135268
1462	367847	135019
1463	368123	134777
1464	368380	134528
1465	368658	134286
1466	368923	134039
1467	369178	133789
1468	369433	133539
1469	369697	133292
1470	369962	133045
1471	370232	132800
1472	370503	132556
1473	370760	132306
1474	371032	132062
1475	371299	131816
1476	371543	131562
1477	371803	131313
1478	372074	131068
1479	372349	130825
1480	372617	130579
1481	372879	130331
1482	373136	130081
1483	373384	129829
1484	373647	129581
1485	373912	129334
1486	374171	129085
1487	374436	128838
1488	374703	128592
1489	374952	128339
1490	375210	128090
1491	375465	127839
1492	375711	127585
1493	375964	127334
1494	376208	127080
1495	376486	126837
1496	376760	126593
1497	377018	126343
1498	377266	126091
1499	377518	125839
1500	377796	125596
1501	378056	125347
1502	378321	125100
1503	378607	124860
1504	378888	124617
1505	379175	124377
1506	379443	124130
1507	379766	123902
1508	380012	123649
1509	380266	123397
1510	380531	123150
1511	380784	122898
1512	381105	122669
1513	381376	122423
1514	381678	122187
1515	381960	121945
1516	382228	121698
1517	382502	121453
1518	382766	121205
1519	383041	120960
1520	383324	120718
1521	383590	120470
1522	383882	120231
1523	384141	119981
1524	384408	119733
1525	384690	119491
1526	384968	119247
1527	385245	119002
1528	385527	118759
1529	385782	118508
1530	386035	118256
1531	386297	118007
1532	386553	117756
1533	386815	117507
1534	387076	117257
1535	387352	117012
1536	387617	116764
1537	387901	116521
1538	388166	116273
1539	388435	116026
1540	388690	115774
1541	388949	115524
1542	389221	115278
1543	389486	115029
1544	389761	114784
1545	390049	114542
1546	390302	114290
1547	390584	114046
1548	390846	113797
1549	391186	113570
1550	391460	113324
1551	391725	113075
1552	391994	112827
1553	392259	112578
1554	392543	112335
1555	392821	112090
1556	393088	111842
1557	393358	111594
1558	393636	111349
1559	393897	111099
1560	394155	110848
1561	394422	110600
1562	394678	110348
1563	394946	110100
1564	395217	109852
1565	395483	109604
1566	395770	109360
1567	396029	109110
1568	396293	108860
1569	396561	108612
1570	396810	108358
1571	397048	108102
1572	397311	107852
1573	397588	107606
1574	397850	107356
1575	398112	107106
1576	398393	106861
1577	398664	106613
1578	398928	106363
1579	399198	106115
1580	399467	105867
1581	399735	105619
1582	400013	105373
1583	400251	105116
1584	400539	104873
1585	400854	104636
1586	401131	104390
1587	401429	104149
1588	401693	103899
1589	401966	103651
1590	402239	103404
1591	402497	103152
1592	402769	102904
1593	403040	102656
1594	403314	102409
1595	403575	102158
1596	403844	101909
1597	404103	101658
1598	404369	101408
1599	404630	101157
1600	404893	100907
1601	405185	100663
1602	405475	100420
1603	405737	100169
1604	406010	99921
1605	406271	99670
1606	406531	99419
1607	406820	99175
1608	407097	98928
1609	407382	98682
1610	407663	98436
1611	407949	98191
1612	408228	97944
1613	408491	97693
1614	408749	97441
1615	409030	97195
1616	409311	96948
1617	409582	96700
1618	409854	96451
1619	410183	96215
1620	410454	95966
1621	410714	95715
1622	410981	95465
1623	411244	95214
1624	411525	94967
1625	411800	94719
1626	412093	94474
1627	412354	94223
1628	412612	93971
1629	412885	93722
1630	413168	93475
1631	413432	93224
1632	413722	92979
1633	413980	92727
1634	414242	92476
1635	414530	92230
1636	414790	91978
1637	415047	91726
1638	415315	91475
1639	415575	91223
1640	415825	90969
1641	416085	90717
1642	416339	90464
1643	416603	90213
1644	416854	89959
1645	417116	89707
1646	417368	89454
1647	417623	89201
1648	417876	88947
1649	418125	88693
1650	418362	88436
1651	418622	88184
1652	418887	87933
1653	419144	87680
1654	419400	87427
1655	419695	87183
1656	419954	86930
1657	420233	86682
1658	420490	86429
1659	420747	86177
1660	420997	85923
1661	421263	85672
