iter	Accuracy	Logloss
887	0.5259708333	0.6911518972
888	0.5259830556	0.6911502145
889	0.5259861111	0.6911483991
890	0.5259966667	0.6911467232
891	0.5260197222	0.6911449603
892	0.5260441667	0.6911431084
893	0.5260636111	0.6911415695
894	0.5260852778	0.6911397331
895	0.5260955556	0.6911377847
896	0.5260808333	0.6911361301
897	0.5261180556	0.6911342021
898	0.5261402778	0.6911322316
899	0.5261608333	0.6911305137
900	0.5261633333	0.6911286332
901	0.5261858333	0.691126923
902	0.5261986111	0.6911251626
903	0.526225	0.6911236102
904	0.5262369444	0.6911217929
905	0.5262383333	0.6911201885
906	0.5262588889	0.6911183033
907	0.5262677778	0.6911164212
908	0.5262627778	0.6911146485
909	0.5262963889	0.6911128053
910	0.5262975	0.691110947
911	0.5263077778	0.6911092978
912	0.5263255556	0.691107563
913	0.5263508333	0.6911056343
914	0.5263475	0.6911042532
915	0.5263630556	0.6911025951
916	0.5263891667	0.6911006121
917	0.5264	0.6910987591
918	0.5264597222	0.6910969301
919	0.5264866667	0.6910952916
920	0.5265255556	0.6910936781
921	0.5265375	0.6910919383
922	0.5265422222	0.6910904742
923	0.5265591667	0.6910888142
924	0.5265808333	0.691087082
925	0.5265386111	0.6910852672
926	0.5265461111	0.6910834516
927	0.5265688889	0.6910816609
928	0.5265927778	0.6910797163
929	0.5266027778	0.6910782118
930	0.5265975	0.691076533
931	0.5266058333	0.6910752925
932	0.5266311111	0.6910736033
933	0.5266347222	0.6910717935
934	0.5266572222	0.6910700552
935	0.5266586111	0.6910682738
936	0.5266686111	0.6910667351
937	0.5266869444	0.6910648888
938	0.5267108333	0.6910631172
939	0.5267316667	0.6910613201
940	0.5267405556	0.6910595071
941	0.526735	0.6910574249
942	0.5267630556	0.6910556103
943	0.5267588889	0.6910536421
944	0.5267797222	0.6910519327
945	0.5267961111	0.691050174
946	0.5268013889	0.6910486867
947	0.5268227778	0.6910467648
948	0.5268311111	0.6910452398
949	0.5268622222	0.6910433721
950	0.5268763889	0.6910420454
951	0.5268938889	0.6910401638
952	0.5269088889	0.6910387818
953	0.5269438889	0.6910372749
954	0.5269988889	0.6910353743
955	0.5269847222	0.6910337353
956	0.5270125	0.6910323068
957	0.5270163889	0.6910305779
958	0.5270183333	0.69102887
959	0.5270186111	0.6910271976
960	0.5270402778	0.6910255578
961	0.5270605556	0.6910240625
962	0.5270597222	0.6910224786
963	0.5270922222	0.6910206675
964	0.5271061111	0.6910190211
965	0.5271205556	0.6910173351
966	0.5271508333	0.6910156006
967	0.5271644444	0.6910137517
968	0.5271869444	0.6910119054
969	0.5271897222	0.6910102557
970	0.5272108333	0.6910083508
971	0.5272188889	0.691006476
972	0.5272433333	0.6910050126
973	0.5272661111	0.6910030833
974	0.5272638889	0.6910011703
975	0.5272872222	0.6909994113
976	0.5272844444	0.6909978422
977	0.5272819444	0.6909963044
978	0.5273066667	0.690994812
979	0.5273391667	0.6909929731
980	0.5273386111	0.6909911264
981	0.5273327778	0.6909894971
982	0.5273588889	0.6909877694
983	0.5273977778	0.6909860956
984	0.5274138889	0.6909842039
985	0.5274544444	0.6909823897
986	0.5274683333	0.6909807257
987	0.5274716667	0.6909791767
988	0.5274952778	0.6909773673
989	0.5274933333	0.6909758017
990	0.5275438889	0.6909741899
991	0.5275372222	0.6909727404
992	0.5275455556	0.6909712036
993	0.5275461111	0.6909695606
994	0.5275469444	0.6909678164
995	0.527565	0.6909658492
996	0.5275975	0.6909642015
997	0.5276327778	0.6909625116
998	0.527605	0.6909608463
999	0.52766	0.6909588798
1000	0.5276872222	0.6909572995
1001	0.52768	0.6909555002
1002	0.5276872222	0.6909536923
1003	0.5276811111	0.690951893
1004	0.5277263889	0.6909506108
1005	0.5277347222	0.6909485753
1006	0.5277144444	0.6909469289
1007	0.5277325	0.6909452614
1008	0.5277777778	0.6909433287
1009	0.5277822222	0.6909417134
1010	0.5277880556	0.6909399787
1011	0.5278	0.6909382639
1012	0.5278316667	0.6909366021
1013	0.5278438889	0.6909354511
1014	0.5278713889	0.6909335355
1015	0.5278838889	0.6909317836
1016	0.5279247222	0.6909300406
1017	0.5279277778	0.6909284013
1018	0.5279202778	0.6909266241
1019	0.5279244444	0.6909249093
1020	0.5279375	0.6909231821
1021	0.5279438889	0.6909212738
1022	0.5279325	0.6909197797
1023	0.5279444444	0.6909179995
1024	0.52794	0.6909162362
1025	0.5279983333	0.690914566
1026	0.5280169444	0.6909129054
1027	0.5280455556	0.6909112469
1028	0.5280475	0.6909092398
1029	0.5280797222	0.6909075655
1030	0.5281072222	0.6909060933
1031	0.5281277778	0.690904113
1032	0.5281313889	0.6909023299
1033	0.5281511111	0.6909005064
1034	0.5281558333	0.6908991973
1035	0.5281497222	0.6908973744
1036	0.528175	0.690895558
1037	0.5282094444	0.6908938997
1038	0.5282102778	0.6908923612
1039	0.5282152778	0.6908906422
1040	0.5282441667	0.6908888567
1041	0.5282552778	0.690887054
1042	0.5282761111	0.6908855847
1043	0.5282941667	0.6908839149
1044	0.5282975	0.6908824097
1045	0.5282966667	0.6908804819
1046	0.5283319444	0.6908787006
1047	0.5283472222	0.6908769292
1048	0.5283827778	0.6908750724
1049	0.5283988889	0.6908733587
1050	0.5284241667	0.6908716311
1051	0.5284444444	0.6908696934
1052	0.5284705556	0.6908682583
1053	0.5284747222	0.6908664786
1054	0.5284872222	0.6908648939
1055	0.5285147222	0.6908631197
1056	0.5285566667	0.6908614013
1057	0.5285416667	0.69085953
1058	0.5285505556	0.6908578207
1059	0.5285552778	0.6908560048
1060	0.528595	0.6908539948
1061	0.5286025	0.6908520144
1062	0.5286397222	0.6908501834
1063	0.5286355556	0.6908485488
1064	0.5286497222	0.6908468343
1065	0.528645	0.6908452381
1066	0.5286675	0.6908436021
1067	0.5286827778	0.6908420765
1068	0.5287069444	0.6908402163
1069	0.52873	0.6908382035
1070	0.5287541667	0.6908366085
1071	0.5287625	0.6908352482
1072	0.5287977778	0.6908335122
1073	0.52882	0.6908315876
1074	0.5288486111	0.6908299476
1075	0.5288697222	0.6908280722
1076	0.5288763889	0.6908262117
1077	0.5288683333	0.6908243997
1078	0.5288886111	0.6908228721
1079	0.5288888889	0.6908212077
1080	0.528905	0.6908193672
1081	0.5289105556	0.6908175816
1082	0.5289166667	0.6908157776
1083	0.5289433333	0.6908140715
1084	0.5289822222	0.6908124109
1085	0.5289872222	0.6908109831
1086	0.5290122222	0.6908091667
1087	0.5290047222	0.690807514
1088	0.5290330556	0.6908056762
1089	0.5290733333	0.6908042223
1090	0.5290838889	0.6908022967
1091	0.5290766667	0.6908006564
1092	0.5291011111	0.6907986995
1093	0.5291161111	0.6907968988
1094	0.5291438889	0.6907951751
1095	0.5291797222	0.6907933921
1096	0.5292133333	0.6907915329
1097	0.5292341667	0.6907899662
1098	0.5292616667	0.690788286
1099	0.5292861111	0.690786549
1100	0.5292780556	0.690784711
1101	0.5292816667	0.6907828454
1102	0.52929	0.6907809812
1103	0.5292847222	0.6907792312
1104	0.5293077778	0.6907775999
1105	0.5293266667	0.6907757545
1106	0.5293383333	0.6907740066
1107	0.5293483333	0.6907720591
1108	0.5293625	0.690770286
1109	0.5293311111	0.6907689563
1110	0.5293588889	0.6907672338
1111	0.5293869444	0.690765491
1112	0.5294211111	0.6907638779
1113	0.5294266667	0.6907621318
1114	0.5294619444	0.6907603832
1115	0.5294652778	0.690758716
1116	0.5294763889	0.6907569613
1117	0.5295	0.6907551919
1118	0.5295225	0.6907535765
1119	0.5295455556	0.690751943
1120	0.5295663889	0.6907502547
1121	0.529535	0.6907487596
1122	0.5295647222	0.6907470534
1123	0.5295875	0.6907454749
1124	0.5296025	0.6907436346
1125	0.5296163889	0.6907418723
1126	0.5296547222	0.6907400697
1127	0.5296761111	0.6907382329
1128	0.5296786111	0.6907363901
1129	0.529695	0.6907345484
1130	0.5297305556	0.6907328479
1131	0.5297522222	0.6907311856
1132	0.5297830556	0.6907294658
1133	0.5297963889	0.6907278162
1134	0.5298166667	0.690725892
1135	0.5298272222	0.6907240987
1136	0.5298527778	0.6907225995
1137	0.5298413889	0.6907207967
1138	0.5298341667	0.6907189182
1139	0.5298211111	0.6907174348
1140	0.5298227778	0.6907159439
1141	0.5298461111	0.6907144975
1142	0.5298663889	0.6907124763
1143	0.5299083333	0.6907109789
1144	0.5299216667	0.6907091262
1145	0.5299294444	0.6907075118
1146	0.5299177778	0.6907061405
1147	0.5299516667	0.690704478
1148	0.5299638889	0.6907028916
1149	0.5299983333	0.6907012095
1150	0.5299888889	0.6906992714
1151	0.5299772222	0.6906974522
1152	0.5299619444	0.6906957399
1153	0.5299808333	0.6906938793
1154	0.5300144444	0.6906920357
1155	0.5300325	0.6906901065
1156	0.5300319444	0.6906884621
1157	0.5300513889	0.6906866788
1158	0.5300583333	0.690684959
1159	0.5300783333	0.69068313
1160	0.5301086111	0.6906814795
1161	0.5301186111	0.6906795748
1162	0.5301458333	0.6906778992
1163	0.5301758333	0.6906761015
1164	0.5301802778	0.6906741552
1165	0.5301944444	0.6906722058
1166	0.5301794444	0.6906704143
1167	0.5302083333	0.6906685647
1168	0.5302333333	0.690666799
1169	0.5302491667	0.6906652313
1170	0.5302777778	0.6906637042
1171	0.5302952778	0.6906618437
1172	0.5302994444	0.690660117
1173	0.5302994444	0.6906585064
1174	0.5303222222	0.6906565184
1175	0.5303230556	0.6906547369
1176	0.5303363889	0.6906526662
1177	0.5303536111	0.6906508157
1178	0.5303611111	0.6906489739
1179	0.5303944444	0.6906471981
1180	0.5303838889	0.6906458882
1181	0.5304230556	0.6906441728
1182	0.5304602778	0.6906426303
1183	0.5304758333	0.6906410101
1184	0.5304836111	0.6906390579
1185	0.5304913889	0.6906372378
1186	0.5305319444	0.6906354062
1187	0.5305225	0.6906338829
1188	0.5305338889	0.6906321645
1189	0.5305708333	0.6906305638
1190	0.5305658333	0.6906290791
1191	0.5305636111	0.6906274705
1192	0.5305847222	0.6906257752
1193	0.5305819444	0.6906239496
1194	0.5305758333	0.6906222612
1195	0.5305958333	0.6906206053
1196	0.5306069444	0.6906188689
1197	0.53064	0.6906170877
1198	0.5306644444	0.6906152879
1199	0.5306525	0.6906132743
1200	0.5306780556	0.6906116468
1201	0.5306719444	0.6906098824
1202	0.5306888889	0.6906080054
1203	0.5307138889	0.6906062128
1204	0.5307394444	0.6906043858
1205	0.5307766667	0.6906025476
1206	0.5307972222	0.6906007306
1207	0.5307994444	0.6905987467
1208	0.5308044444	0.6905972607
1209	0.5308183333	0.6905956557
1210	0.5308361111	0.6905940988
1211	0.5308430556	0.6905926135
1212	0.5308491667	0.6905907334
1213	0.5308563889	0.6905891097
1214	0.5308977778	0.690587313
1215	0.5309272222	0.6905855595
1216	0.5309438889	0.6905838192
1217	0.5309577778	0.6905819439
1218	0.5309430556	0.6905804952
1219	0.5309419444	0.6905785587
1220	0.5309397222	0.6905767866
1221	0.5309713889	0.6905751366
1222	0.5309658333	0.6905736007
1223	0.5310027778	0.6905719828
1224	0.5310044444	0.6905704236
1225	0.5310291667	0.6905687547
1226	0.5310591667	0.6905670779
1227	0.5310758333	0.6905654522
1228	0.5310683333	0.6905633553
1229	0.5311027778	0.6905613398
1230	0.5311222222	0.6905592351
1231	0.5311286111	0.6905577206
1232	0.5311441667	0.6905560871
1233	0.5311683333	0.6905540386
1234	0.5312044444	0.6905518884
1235	0.5312355556	0.6905503051
1236	0.5312552778	0.6905489889
1237	0.5312588889	0.690547268
1238	0.531255	0.6905455171
1239	0.5312783333	0.6905437094
1240	0.5313044444	0.6905423465
1241	0.5313091667	0.690540751
1242	0.5313255556	0.6905389761
1243	0.5313497222	0.6905370288
1244	0.5313644444	0.690535382
1245	0.5313844444	0.6905335903
1246	0.53141	0.6905315795
1247	0.53143	0.6905297535
1248	0.5314444444	0.6905278576
1249	0.5314436111	0.6905263333
1250	0.5314555556	0.6905247192
1251	0.5314722222	0.6905229897
1252	0.5314927778	0.6905209584
1253	0.5315233333	0.6905193763
1254	0.5315122222	0.6905178604
1255	0.5315241667	0.6905161066
1256	0.5315594444	0.6905145536
1257	0.5315669444	0.6905126106
1258	0.5316041667	0.690510768
1259	0.5316302778	0.6905089006
1260	0.5316133333	0.6905075316
1261	0.5316041667	0.6905057355
1262	0.531615	0.6905039263
1263	0.5316391667	0.690502407
1264	0.5316272222	0.6905007888
1265	0.5316386111	0.6904990467
1266	0.5316625	0.6904976049
1267	0.5316711111	0.6904958885
1268	0.5316727778	0.6904939747
1269	0.5316791667	0.6904925175
1270	0.5317127778	0.6904906601
1271	0.5317108333	0.6904888634
1272	0.5317452778	0.6904871746
1273	0.5317311111	0.6904853038
1274	0.5317619444	0.6904835627
1275	0.5317716667	0.6904817256
1276	0.5317822222	0.6904801891
1277	0.5318141667	0.6904783124
1278	0.53182	0.6904770013
1279	0.5318080556	0.6904752113
1280	0.5318191667	0.690473402
1281	0.5318305556	0.6904715425
1282	0.5318622222	0.6904696137
1283	0.5318625	0.6904679667
1284	0.5318691667	0.690466122
1285	0.5319116667	0.6904642497
1286	0.5319219444	0.6904623414
1287	0.5319558333	0.6904605936
1288	0.5319472222	0.6904590831
1289	0.53195	0.6904575344
1290	0.5319802778	0.6904559311
1291	0.5320241667	0.6904541236
1292	0.5320136111	0.6904523792
1293	0.5320291667	0.690450601
1294	0.5320694444	0.6904487444
1295	0.5320641667	0.6904470071
1296	0.5320997222	0.6904451721
1297	0.5321066667	0.690443435
1298	0.5321266667	0.6904416546
1299	0.5321436111	0.6904399636
1300	0.5321677778	0.6904383973
1301	0.5321863889	0.6904364098
1302	0.5322127778	0.6904344099
1303	0.5322227778	0.6904333463
1304	0.5322408333	0.6904318503
1305	0.5322669444	0.6904300713
1306	0.5322713889	0.6904284346
1307	0.5323036111	0.6904268311
1308	0.5322902778	0.6904251698
1309	0.5323033333	0.6904233009
1310	0.5323266667	0.690421267
1311	0.5323608333	0.6904194249
1312	0.5323552778	0.6904175674
1313	0.5323886111	0.6904157426
1314	0.5323927778	0.6904138891
1315	0.5324341667	0.690411985
1316	0.5324208333	0.6904101864
1317	0.5324538889	0.6904085807
1318	0.5324838889	0.6904067929
1319	0.5324975	0.6904050534
1320	0.5324827778	0.6904035161
1321	0.5325144444	0.6904017758
1322	0.5325225	0.6904001994
1323	0.5325725	0.6903985297
1324	0.5325538889	0.6903969674
1325	0.5325516667	0.6903951512
1326	0.5325802778	0.6903934548
1327	0.5325897222	0.6903917713
1328	0.5326077778	0.69038998
1329	0.5326044444	0.690388394
1330	0.5326238889	0.690386955
1331	0.5326294444	0.6903853544
1332	0.53266	0.6903834365
1333	0.5326725	0.6903816922
1334	0.5326841667	0.6903800602
1335	0.5326969444	0.6903783818
1336	0.5327122222	0.6903770009
1337	0.5327308333	0.6903752875
1338	0.532725	0.6903735068
1339	0.5327477778	0.6903718743
1340	0.5327683333	0.6903701046
1341	0.5327825	0.6903683475
1342	0.5327958333	0.6903665896
1343	0.5328077778	0.6903648737
1344	0.5328091667	0.6903630366
1345	0.5328061111	0.690361447
1346	0.5328202778	0.6903600368
1347	0.5328566667	0.6903584152
1348	0.5328727778	0.6903566057
1349	0.5328736111	0.6903547901
1350	0.5328761111	0.690353166
1351	0.5328844444	0.6903514612
1352	0.5329038889	0.6903497159
1353	0.5329241667	0.6903480689
1354	0.5329108333	0.6903462177
1355	0.5329408333	0.6903445763
1356	0.5329816667	0.6903429397
1357	0.5330138889	0.6903412477
1358	0.5330347222	0.6903394389
1359	0.5330436111	0.6903377044
1360	0.5330813889	0.6903362356
1361	0.5330858333	0.6903346588
1362	0.5331216667	0.6903329255
1363	0.5331547222	0.6903311107
1364	0.5331708333	0.6903292005
1365	0.5331741667	0.6903274867
1366	0.5332102778	0.690325737
1367	0.5332202778	0.6903241298
1368	0.5332027778	0.6903223536
1369	0.5332230556	0.6903207603
1370	0.5332425	0.6903192872
1371	0.5332377778	0.690317582
1372	0.5332497222	0.6903158129
1373	0.5332661111	0.690313952
1374	0.5332913889	0.6903120469
1375	0.533315	0.6903104029
1376	0.5333088889	0.6903088216
1377	0.5333280556	0.6903069862
1378	0.5333622222	0.69030567
1379	0.5333794444	0.6903041597
1380	0.5333983333	0.6903022451
1381	0.5334033333	0.6903005645
1382	0.5334166667	0.6902988468
1383	0.5334088889	0.6902969437
1384	0.5334202778	0.6902951696
1385	0.5334422222	0.690293579
1386	0.5334452778	0.6902919226
1387	0.5334766667	0.6902900872
1388	0.5334686111	0.6902882706
1389	0.5334897222	0.6902863945
1390	0.5335361111	0.6902849143
1391	0.5335513889	0.6902833978
1392	0.5335372222	0.6902815117
1393	0.5335613889	0.6902796919
1394	0.5335766667	0.6902779816
1395	0.5336088889	0.6902763497
1396	0.5336083333	0.6902747163
1397	0.5336158333	0.690272929
1398	0.53363	0.6902710837
1399	0.5336583333	0.6902692199
1400	0.5336752778	0.6902673637
1401	0.5337322222	0.6902657191
1402	0.5337494444	0.6902639011
1403	0.5337536111	0.6902622758
1404	0.5337933333	0.690260228
1405	0.5337977778	0.6902587286
1406	0.5337944444	0.6902573679
1407	0.5338230556	0.6902555695
1408	0.5338383333	0.6902538598
1409	0.5338508333	0.690252097
1410	0.5338472222	0.6902503978
1411	0.5338383333	0.6902486031
1412	0.5338355556	0.6902468973
1413	0.5338677778	0.6902453433
1414	0.5338752778	0.690243361
1415	0.5338869444	0.6902416706
1416	0.5339188889	0.6902396207
1417	0.5339030556	0.6902378007
1418	0.5339066667	0.6902360451
1419	0.5339183333	0.690234304
1420	0.533965	0.6902323035
1421	0.5339733333	0.6902306638
1422	0.53399	0.6902289975
1423	0.5339986111	0.6902271794
1424	0.5340261111	0.6902255169
1425	0.5340408333	0.69022386
1426	0.5340544444	0.6902221643
1427	0.5340658333	0.6902202585
1428	0.53408	0.690218324
1429	0.5340872222	0.6902166617
1430	0.5340936111	0.6902152212
1431	0.5341047222	0.6902135643
1432	0.5340905556	0.6902116794
1433	0.5341091667	0.6902105335
1434	0.5341444444	0.6902088355
1435	0.5341730556	0.6902071871
1436	0.5341997222	0.6902055413
1437	0.5342102778	0.6902038979
1438	0.5342505556	0.6902021497
1439	0.5342647222	0.6902003029
1440	0.5342588889	0.6901986621
1441	0.5342633333	0.6901971956
1442	0.5342641667	0.6901954905
1443	0.5342819444	0.6901938128
1444	0.5342836111	0.6901922508
1445	0.5343108333	0.6901904941
1446	0.5343341667	0.6901887937
1447	0.5343413889	0.6901872449
1448	0.5343830556	0.6901854694
1449	0.5343944444	0.6901839115
1450	0.5344030556	0.6901821673
1451	0.5344066667	0.6901806989
1452	0.5344197222	0.6901789667
1453	0.5344536111	0.6901770239
1454	0.53449	0.6901752511
1455	0.5345075	0.6901736249
1456	0.5344930556	0.6901716675
1457	0.5345202778	0.6901698734
1458	0.5345308333	0.6901681261
1459	0.5345302778	0.6901663639
1460	0.5345347222	0.6901645513
1461	0.5345430556	0.6901627085
1462	0.5345780556	0.6901608417
1463	0.5345775	0.6901593024
1464	0.5345886111	0.6901574609
1465	0.5346063889	0.6901557765
1466	0.5346294444	0.6901537727
1467	0.5346155556	0.6901519399
1468	0.5346463889	0.6901501255
1469	0.5346455556	0.6901481956
1470	0.5346772222	0.6901465375
1471	0.5347019444	0.6901448315
1472	0.5347244444	0.6901431365
1473	0.5347466667	0.690141375
1474	0.5347163889	0.6901396091
1475	0.5347175	0.6901380278
1476	0.5347402778	0.6901363233
1477	0.5347358333	0.6901347357
1478	0.534755	0.690133065
1479	0.5347363889	0.6901313884
1480	0.5347627778	0.6901297986
1481	0.5347716667	0.6901280189
1482	0.5347955556	0.6901262653
1483	0.5348244444	0.6901245036
1484	0.534835	0.6901228724
1485	0.5348333333	0.6901210404
1486	0.53486	0.6901192225
1487	0.5348783333	0.6901178713
1488	0.5348672222	0.6901161459
1489	0.5348794444	0.690114675
1490	0.5349130556	0.6901129031
1491	0.5349016667	0.6901111495
1492	0.5349375	0.6901092228
1493	0.5349697222	0.6901074126
1494	0.5349897222	0.6901060447
1495	0.5349952778	0.690104219
1496	0.5350130556	0.6901025191
1497	0.5350097222	0.6901008877
1498	0.5350061111	0.6900991505
1499	0.5350041667	0.6900975566
1500	0.5350136111	0.6900961463
1501	0.5350241667	0.6900944788
1502	0.5350391667	0.6900930864
1503	0.5350591667	0.6900915114
1504	0.5350775	0.6900897048
1505	0.5351058333	0.6900881592
1506	0.5351405556	0.6900862843
1507	0.5351147222	0.6900844694
1508	0.5351158333	0.6900827053
1509	0.5351166667	0.6900808795
1510	0.5351363889	0.6900791325
1511	0.5351572222	0.6900779372
1512	0.5351708333	0.6900764802
1513	0.5351752778	0.6900748508
1514	0.5352091667	0.6900731434
1515	0.5352444444	0.6900714648
1516	0.5352694444	0.6900700114
1517	0.5352788889	0.6900682108
1518	0.5352827778	0.6900666459
1519	0.5352972222	0.690064913
1520	0.5353338889	0.6900632886
1521	0.5353619444	0.6900615379
1522	0.5353766667	0.6900600359
1523	0.5353880556	0.690058362
1524	0.5353780556	0.6900564778
1525	0.5354069444	0.6900545007
1526	0.5354180556	0.6900528031
1527	0.5354227778	0.6900509637
1528	0.5354475	0.6900493706
1529	0.5354322222	0.690047571
1530	0.5354611111	0.6900455672
1531	0.5354697222	0.6900442676
1532	0.5354836111	0.6900426105
1533	0.5354863889	0.6900409539
1534	0.5354611111	0.6900392904
1535	0.5354866667	0.6900376843
1536	0.5355030556	0.6900359411
1537	0.5355105556	0.6900344034
1538	0.535535	0.6900327124
1539	0.5355569444	0.6900310672
1540	0.5355702778	0.6900294087
1541	0.5355908333	0.690027789
1542	0.5356313889	0.6900263957
1543	0.5356419444	0.6900247602
1544	0.5356536111	0.6900228841
1545	0.5357036111	0.6900210222
1546	0.5357297222	0.6900194083
1547	0.5357380556	0.6900181847
1548	0.5357436111	0.6900163774
1549	0.5357530556	0.6900147531
1550	0.5357497222	0.6900129806
1551	0.5357894444	0.6900113563
1552	0.5357988889	0.6900094949
1553	0.5358225	0.6900076705
1554	0.5358338889	0.6900060046
1555	0.5358663889	0.6900042414
1556	0.5358877778	0.6900027291
1557	0.5358908333	0.6900009289
1558	0.5359102778	0.6899991841
1559	0.5359283333	0.6899975953
1560	0.5359202778	0.6899959312
1561	0.5359322222	0.689994209
1562	0.5359355556	0.6899925734
1563	0.5359463889	0.6899908186
1564	0.5359616667	0.6899892367
1565	0.5359958333	0.689987625
1566	0.5359802778	0.6899862317
1567	0.5360022222	0.6899846162
1568	0.5360288889	0.6899828247
1569	0.5360227778	0.6899811875
1570	0.5360455556	0.6899797375
1571	0.5360536111	0.6899780529
1572	0.5360477778	0.6899764132
1573	0.5360730556	0.6899749366
1574	0.5361111111	0.6899731902
1575	0.5361130556	0.6899717387
1576	0.5361411111	0.6899698989
1577	0.5361336111	0.6899680952
1578	0.5361247222	0.6899664451
1579	0.5361658333	0.6899645707
1580	0.5361769444	0.6899630104
1581	0.5361777778	0.6899613115
1582	0.5361819444	0.6899600417
1583	0.5362041667	0.6899584557
1584	0.5362238889	0.689956612
1585	0.5362511111	0.689954691
1586	0.5362725	0.689953301
1587	0.53627	0.6899515067
1588	0.5362808333	0.6899499745
1589	0.5363072222	0.6899484916
1590	0.5363366667	0.6899468874
1591	0.5363508333	0.6899449296
1592	0.5363627778	0.6899431998
1593	0.5363352778	0.6899415188
1594	0.5363522222	0.6899397941
1595	0.5363611111	0.6899383427
1596	0.536365	0.6899367307
1597	0.5364072222	0.6899350267
1598	0.5364233333	0.6899333207
1599	0.5364313889	0.6899318616
1600	0.5364380556	0.6899301288
1601	0.5364577778	0.6899281757
1602	0.5364752778	0.6899265252
1603	0.5364883333	0.6899247762
1604	0.5365205556	0.6899230981
1605	0.5365205556	0.6899214461
1606	0.5365230556	0.6899199057
1607	0.5365630556	0.6899180782
1608	0.53658	0.689916286
1609	0.5365797222	0.6899147827
1610	0.5366083333	0.6899128258
1611	0.5366083333	0.6899110406
1612	0.5366252778	0.6899091969
1613	0.5366163889	0.6899074525
1614	0.5366	0.6899057693
1615	0.5366055556	0.6899037771
1616	0.5366083333	0.689902126
1617	0.5366402778	0.6899003064
1618	0.5366533333	0.6898985647
1619	0.5366658333	0.6898969105
1620	0.5367	0.6898950344
1621	0.5367286111	0.6898931833
1622	0.536735	0.6898914942
1623	0.5367794444	0.6898898664
1624	0.5368044444	0.6898879393
1625	0.5368111111	0.6898862949
1626	0.5368288889	0.6898846429
1627	0.5368483333	0.6898829624
1628	0.5368644444	0.6898814161
1629	0.5368652778	0.6898798901
1630	0.5368605556	0.6898780735
1631	0.5369119444	0.6898763946
1632	0.5369452778	0.6898744606
1633	0.5369288889	0.6898728364
1634	0.5369388889	0.6898712989
1635	0.5369302778	0.6898694089
1636	0.5369311111	0.6898679563
1637	0.5369327778	0.6898662805
1638	0.5369325	0.6898644795
1639	0.5369655556	0.6898628912
1640	0.536975	0.6898611703
1641	0.5370013889	0.6898594148
1642	0.5370219444	0.6898577757
1643	0.5370291667	0.6898562372
1644	0.5370352778	0.6898548893
1645	0.5370527778	0.6898531454
1646	0.5370697222	0.6898515751
1647	0.5370586111	0.6898500171
1648	0.5371269444	0.6898481795
1649	0.53715	0.6898467894
1650	0.5371719444	0.6898451128
1651	0.5371797222	0.6898433232
1652	0.5371827778	0.6898415457
1653	0.5372175	0.6898398674
1654	0.5372252778	0.689837935
1655	0.5372605556	0.6898362821
1656	0.5372652778	0.6898344417
1657	0.537275	0.6898328454
1658	0.53728	0.6898313398
1659	0.5372988889	0.6898299456
1660	0.5373047222	0.6898284349
1661	0.5373083333	0.6898268445
1662	0.5373358333	0.689825173
1663	0.5373441667	0.6898234499
1664	0.5373630556	0.6898219427
1665	0.5373702778	0.6898202928
1666	0.5373883333	0.6898184806
1667	0.5373880556	0.6898170303
1668	0.5373944444	0.6898154119
1669	0.5374005556	0.6898137024
1670	0.5374336111	0.689811812
1671	0.5374430556	0.689809932
1672	0.5374719444	0.6898080414
1673	0.5374777778	0.6898064572
1674	0.5374816667	0.6898046194
1675	0.5375019444	0.6898030052
1676	0.5375458333	0.689801417
1677	0.5375525	0.6897994301
1678	0.5375788889	0.689797842
1679	0.5376075	0.6897959114
1680	0.5376108333	0.689794148
1681	0.5376208333	0.6897928553
1682	0.5376425	0.6897913553
1683	0.5376419444	0.6897895933
1684	0.5376602778	0.6897876781
1685	0.5376644444	0.6897858856
1686	0.5376572222	0.6897844805
1687	0.5376508333	0.6897826131
1688	0.5376861111	0.6897808993
1689	0.5376913889	0.6897790624
1690	0.5377238889	0.6897773116
1691	0.5377355556	0.6897754282
1692	0.5377305556	0.6897736568
1693	0.5377502778	0.6897719907
1694	0.5377736111	0.6897703421
1695	0.5377805556	0.6897686735
1696	0.53778	0.6897669067
1697	0.5378172222	0.6897650633
1698	0.5378144444	0.6897635802
1699	0.5378266667	0.6897618501
1700	0.5378527778	0.6897600141
1701	0.5378419444	0.6897585938
1702	0.5378355556	0.6897571472
1703	0.5378627778	0.6897557837
1704	0.5378936111	0.689753968
1705	0.5378772222	0.6897524477
1706	0.5379091667	0.6897508691
1707	0.5379252778	0.6897491798
1708	0.5379286111	0.6897476105
1709	0.537965	0.6897460689
1710	0.5379827778	0.6897443159
1711	0.5379916667	0.689742543
1712	0.5380222222	0.6897408013
1713	0.5380211111	0.689739162
1714	0.5380336111	0.6897374076
1715	0.5380330556	0.6897356512
1716	0.5380158333	0.6897337938
1717	0.5379988889	0.6897322423
1718	0.5380611111	0.6897303222
1719	0.5380697222	0.6897285015
1720	0.5380775	0.6897269433
1721	0.5380908333	0.6897252146
1722	0.5381052778	0.6897235258
1723	0.5381191667	0.689721546
1724	0.5381408333	0.6897205743
1725	0.5381808333	0.6897187901
1726	0.5382102778	0.6897172945
1727	0.5382130556	0.689715705
1728	0.5382205556	0.6897141313
