iter	Accuracy	Logloss
90	0.515595	0.6924107899
91	0.5156247222	0.692409117
92	0.5156297222	0.6924074112
93	0.5156311111	0.6924057128
94	0.5156455556	0.6924040633
95	0.5156338889	0.6924022758
96	0.5156597222	0.6924003619
97	0.5156708333	0.6923982729
98	0.5156569444	0.6923969504
99	0.5156816667	0.6923950263
100	0.5157277778	0.692393434
101	0.5157386111	0.6923919202
102	0.5157330556	0.6923899524
103	0.5157347222	0.6923882292
104	0.5157447222	0.6923862288
105	0.5157625	0.6923844558
106	0.5157930556	0.692382966
107	0.5157983333	0.6923815434
108	0.5157947222	0.6923800281
109	0.5158305556	0.6923783269
110	0.5158419444	0.6923765522
111	0.5158480556	0.6923745562
112	0.5158722222	0.6923729477
113	0.5158686111	0.6923709174
114	0.5158775	0.6923690143
115	0.51587	0.6923671523
116	0.5159011111	0.6923656815
117	0.5158966667	0.6923639248
118	0.5158872222	0.6923621282
119	0.5158958333	0.6923607099
120	0.5158908333	0.6923590784
121	0.5158830556	0.6923574149
122	0.515905	0.6923553683
123	0.5158947222	0.6923535747
124	0.5159119444	0.6923524329
125	0.5159380556	0.6923505242
126	0.5159477778	0.6923492537
127	0.515945	0.6923478967
128	0.5159627778	0.6923463397
129	0.5160036111	0.6923447293
130	0.5159977778	0.6923432388
131	0.5160113889	0.6923415434
132	0.5160116667	0.692339944
133	0.5160438889	0.6923382413
134	0.5160138889	0.6923361959
135	0.5160286111	0.6923348185
136	0.5160436111	0.6923331098
137	0.5160563889	0.6923314811
138	0.5160613889	0.6923297443
139	0.5160844444	0.6923279878
140	0.5160961111	0.6923264679
141	0.5160952778	0.6923247354
142	0.5160963889	0.6923228982
143	0.5161036111	0.6923212324
144	0.5160936111	0.6923200301
145	0.5161188889	0.6923186596
146	0.5161519444	0.6923170555
147	0.5161677778	0.6923155819
148	0.5161727778	0.692313967
149	0.5161861111	0.6923125125
150	0.5161897222	0.6923107819
151	0.5162244444	0.6923093242
152	0.5162388889	0.692308078
153	0.5162211111	0.692306521
154	0.5162608333	0.6923046076
155	0.51626	0.6923032972
156	0.5162733333	0.6923021404
157	0.5163269444	0.692300382
158	0.5163163889	0.6922985937
159	0.5163163889	0.6922966681
160	0.5163363889	0.6922951286
161	0.5163538889	0.6922933942
162	0.5163627778	0.692291911
163	0.5163663889	0.6922908043
164	0.5163694444	0.6922894747
165	0.5163838889	0.6922880863
166	0.5163763889	0.6922864271
167	0.5164005556	0.6922848868
168	0.5164188889	0.6922837927
169	0.5164138889	0.6922825193
170	0.5164052778	0.6922816342
171	0.51641	0.6922802968
172	0.5163955556	0.692278887
173	0.5164227778	0.6922771979
174	0.5164166667	0.6922756256
175	0.5164202778	0.6922740568
176	0.5164344444	0.6922721878
177	0.5164513889	0.6922707618
178	0.5164458333	0.6922693958
179	0.5164827778	0.6922679006
180	0.5164916667	0.6922664995
181	0.5165044444	0.6922651997
182	0.5165072222	0.6922635097
183	0.5165047222	0.6922620867
184	0.5165236111	0.6922605401
185	0.5165661111	0.692259324
186	0.5165413889	0.6922578459
187	0.5165263889	0.6922562091
188	0.51653	0.6922547683
189	0.5165302778	0.6922535465
190	0.5165480556	0.6922524668
191	0.5165669444	0.6922508345
192	0.51659	0.6922490851
193	0.5166033333	0.6922479659
194	0.5166033333	0.6922467794
195	0.51663	0.6922452131
196	0.5166727778	0.692243715
197	0.5166647222	0.6922421638
198	0.5166683333	0.6922405337
199	0.5166902778	0.6922392393
200	0.5166897222	0.6922378864
201	0.5167019444	0.6922364851
202	0.5166919444	0.6922351282
203	0.51672	0.6922337573
204	0.5167436111	0.6922321409
205	0.5167402778	0.6922308351
206	0.5167652778	0.6922294815
207	0.5167708333	0.6922279101
208	0.5167744444	0.6922265222
209	0.5167666667	0.6922253797
210	0.5167672222	0.6922240522
211	0.5167930556	0.692222697
212	0.5167955556	0.6922212487
213	0.5168338889	0.6922199153
214	0.5168566667	0.692218596
215	0.5168733333	0.6922172039
216	0.5169155556	0.6922156818
217	0.5169558333	0.6922143031
218	0.5169480556	0.6922129971
219	0.5169522222	0.6922115986
220	0.5169761111	0.6922103637
221	0.5169719444	0.6922090525
222	0.5170002778	0.6922078093
223	0.5169991667	0.6922062761
224	0.5170044444	0.6922046107
225	0.5170263889	0.6922030375
226	0.5170338889	0.6922016349
227	0.5170105556	0.6922006151
228	0.5169941667	0.6921992708
229	0.5170144444	0.692197804
230	0.5170302778	0.6921964382
231	0.5170416667	0.692194995
232	0.5170361111	0.6921939566
233	0.5170458333	0.6921924394
234	0.5170583333	0.6921912943
235	0.5170522222	0.6921902131
236	0.5170691667	0.6921889772
237	0.5171102778	0.6921874818
238	0.5171258333	0.6921861659
239	0.5171502778	0.6921848282
240	0.5171738889	0.6921835994
241	0.5171691667	0.6921822789
242	0.5171508333	0.6921807951
243	0.5171652778	0.6921795061
244	0.5172055556	0.6921778134
245	0.5172122222	0.6921762583
246	0.5172316667	0.6921747989
247	0.5172383333	0.6921734414
248	0.5172430556	0.6921721459
249	0.5172322222	0.6921705163
250	0.5172216667	0.6921691759
251	0.5172563889	0.6921676275
252	0.5172969444	0.6921661962
253	0.5173113889	0.6921646125
254	0.5173025	0.692163726
255	0.5172991667	0.6921625066
256	0.5172963889	0.692161052
257	0.5173055556	0.6921594783
258	0.51732	0.6921581771
259	0.5173372222	0.6921568825
260	0.5173430556	0.6921554473
261	0.5173847222	0.6921540855
262	0.5173861111	0.6921525684
263	0.5174186111	0.6921510839
264	0.5174247222	0.6921496589
265	0.5174366667	0.6921479526
266	0.5174627778	0.6921465535
267	0.5174916667	0.6921452349
268	0.5174955556	0.6921438158
269	0.517485	0.6921423205
270	0.5174880556	0.6921409543
271	0.5174694444	0.6921394654
272	0.5174888889	0.6921380444
273	0.5174916667	0.6921365458
274	0.5174938889	0.6921354438
275	0.5175019444	0.6921339959
276	0.5174997222	0.6921326038
277	0.5175158333	0.692131192
278	0.5175672222	0.6921296711
279	0.5175533333	0.6921284986
280	0.5175941667	0.6921269733
281	0.5176077778	0.692125489
282	0.5176141667	0.6921243302
283	0.5176297222	0.6921227939
284	0.5176638889	0.6921214505
285	0.5176719444	0.6921202152
286	0.5176588889	0.6921189623
287	0.5176919444	0.6921177543
288	0.5177147222	0.6921163034
289	0.5177088889	0.6921145505
290	0.5177258333	0.692113001
291	0.517725	0.6921116999
292	0.5177586111	0.6921103141
293	0.5177597222	0.6921086028
294	0.5177886111	0.6921070936
295	0.5177886111	0.692105729
296	0.5178094444	0.6921043466
297	0.5178225	0.6921029596
298	0.5178047222	0.6921015575
299	0.5178275	0.6921001747
300	0.5178061111	0.6920987451
301	0.51783	0.6920970099
302	0.5178491667	0.6920955323
303	0.5178752778	0.6920939656
304	0.5178886111	0.6920925126
305	0.5179094444	0.6920911314
306	0.5179283333	0.6920896516
307	0.5179452778	0.6920883526
308	0.5179525	0.6920868316
309	0.5179602778	0.6920857186
310	0.5179608333	0.6920843149
311	0.5179977778	0.6920831201
312	0.5179819444	0.6920814551
313	0.5180205556	0.6920801152
314	0.5180419444	0.6920784995
315	0.5180619444	0.6920767431
316	0.5180697222	0.6920755247
317	0.5180725	0.69207434
318	0.5180780556	0.6920729575
319	0.5180772222	0.6920716622
320	0.518055	0.6920701129
321	0.5180766667	0.6920687165
322	0.5180652778	0.6920673375
323	0.5180819444	0.6920662024
324	0.5180783333	0.6920651799
325	0.5180872222	0.6920635908
326	0.5181230556	0.6920624013
327	0.5181261111	0.6920611227
328	0.5181138889	0.6920598275
329	0.5181619444	0.6920584714
330	0.5181669444	0.6920569818
331	0.5181533333	0.6920555409
332	0.5181830556	0.6920542444
333	0.5182055556	0.6920526765
334	0.5182163889	0.69205117
335	0.5182319444	0.69204967
336	0.5182463889	0.6920481457
337	0.5182536111	0.6920465428
338	0.5182613889	0.6920452589
339	0.5182922222	0.6920439593
340	0.5183347222	0.6920426433
341	0.5183241667	0.6920413133
342	0.5183336111	0.6920396776
343	0.5183491667	0.6920383329
344	0.5183413889	0.6920369286
345	0.5183538889	0.692035805
346	0.5183591667	0.6920343939
347	0.5184061111	0.6920329324
348	0.5184422222	0.6920315487
349	0.5184488889	0.6920302122
350	0.5184416667	0.6920287549
351	0.51845	0.6920277041
352	0.5184355556	0.6920261798
353	0.5184483333	0.692025228
354	0.5184613889	0.6920238925
355	0.5184541667	0.6920224701
356	0.5184513889	0.6920212164
357	0.5184625	0.6920198032
358	0.5184897222	0.6920181728
359	0.5184997222	0.6920170026
360	0.5185097222	0.692015795
361	0.5185208333	0.6920144695
362	0.5185341667	0.69201302
363	0.5185475	0.6920116845
364	0.5185108333	0.69201047
365	0.5185352778	0.6920091056
366	0.5185441667	0.6920079774
367	0.5185483333	0.6920064547
368	0.5185783333	0.6920050278
369	0.5186102778	0.6920035689
370	0.5186238889	0.6920023524
371	0.5186158333	0.6920013761
372	0.5186594444	0.6919998843
373	0.5186608333	0.6919985029
374	0.5186783333	0.6919969433
375	0.5186994444	0.6919957148
376	0.5187216667	0.6919942409
377	0.5187419444	0.6919926518
378	0.5187802778	0.6919913776
379	0.5187730556	0.6919897148
380	0.5187763889	0.691988551
381	0.5187683333	0.6919874256
382	0.5187861111	0.691986058
383	0.5188130556	0.6919846624
384	0.5188308333	0.6919830561
385	0.51884	0.6919816759
386	0.5188769444	0.6919805045
387	0.5188658333	0.6919790628
388	0.5188711111	0.6919772764
389	0.5188663889	0.6919760284
390	0.5188555556	0.6919745131
391	0.5188633333	0.6919732815
392	0.5188588889	0.6919716189
393	0.5188825	0.6919706993
394	0.5188819444	0.6919693826
395	0.5188966667	0.6919683201
396	0.5189297222	0.691966951
397	0.5189633333	0.6919654822
398	0.518985	0.6919640313
399	0.519015	0.691962425
400	0.5190236111	0.6919610461
401	0.51903	0.6919597601
402	0.5190422222	0.6919583929
403	0.5190633333	0.6919569299
404	0.5190983333	0.6919554226
405	0.5191038889	0.6919542538
406	0.5191202778	0.6919533112
407	0.5191236111	0.6919517415
408	0.5191388889	0.6919502091
409	0.5191775	0.6919486321
410	0.5192025	0.6919473153
411	0.5192236111	0.6919461403
412	0.519245	0.691944606
413	0.5192386111	0.6919434035
414	0.5192813889	0.6919421021
415	0.5192530556	0.691940784
416	0.51927	0.691939617
417	0.5192644444	0.6919383477
418	0.5192908333	0.691936711
419	0.5192852778	0.6919353347
420	0.5193111111	0.6919339997
421	0.5193194444	0.6919327216
422	0.5193294444	0.6919314543
423	0.5193352778	0.6919301753
424	0.5193694444	0.6919287536
425	0.5193855556	0.6919272226
426	0.5194038889	0.6919255801
427	0.5194088889	0.6919245397
428	0.5194122222	0.6919231192
429	0.5194361111	0.6919216072
430	0.5194613889	0.6919201444
431	0.5194711111	0.6919187864
432	0.5194852778	0.6919177251
433	0.5194902778	0.6919162635
434	0.5195133333	0.6919147584
435	0.5195491667	0.6919131622
436	0.519535	0.6919118939
437	0.5195433333	0.691910246
438	0.5195547222	0.6919088758
439	0.5195497222	0.6919074281
440	0.5195688889	0.6919062273
441	0.5196191667	0.6919046981
442	0.5196144444	0.6919032125
443	0.5196513889	0.6919017216
444	0.5196591667	0.691900167
445	0.5196402778	0.691898913
446	0.5196561111	0.6918975295
447	0.5196652778	0.6918959133
448	0.5196555556	0.6918943908
449	0.5196675	0.6918928681
450	0.5196775	0.6918914435
451	0.5196613889	0.6918902392
452	0.5196652778	0.6918891432
453	0.5196686111	0.6918874964
454	0.5196580556	0.6918861428
455	0.5196711111	0.691884794
456	0.5196861111	0.6918834409
457	0.5197066667	0.6918819611
458	0.5197166667	0.6918805367
459	0.5197211111	0.6918794563
460	0.5197483333	0.6918784296
461	0.5197597222	0.6918766621
462	0.5197777778	0.6918755881
463	0.5198194444	0.6918744075
464	0.5198177778	0.6918732738
465	0.51983	0.6918720557
466	0.5198563889	0.6918704913
467	0.5198819444	0.6918687197
468	0.5198936111	0.6918670952
469	0.5198788889	0.691865623
470	0.5199311111	0.6918640783
471	0.5199272222	0.6918624731
472	0.519935	0.6918612308
473	0.5199461111	0.6918597735
474	0.5199447222	0.6918583481
475	0.5199516667	0.6918567694
476	0.5200047222	0.6918554164
477	0.5200261111	0.6918538075
478	0.5200372222	0.6918522269
479	0.5200177778	0.6918506298
480	0.520025	0.6918495475
481	0.5200469444	0.6918480663
482	0.5200966667	0.6918465367
483	0.5201244444	0.6918451811
484	0.5201480556	0.6918436283
485	0.5201505556	0.6918421879
486	0.5201727778	0.6918405144
487	0.5201861111	0.6918391308
488	0.5201708333	0.6918376056
489	0.5202008333	0.6918360632
490	0.5202061111	0.691834931
491	0.5202027778	0.6918335942
492	0.5202513889	0.6918319963
493	0.5202625	0.6918306217
494	0.5202813889	0.6918292133
495	0.5202944444	0.6918276493
496	0.5202941667	0.6918261813
497	0.5202666667	0.6918245972
498	0.5202986111	0.6918229774
499	0.5202916667	0.6918213395
500	0.5202969444	0.6918198975
501	0.5203	0.6918184072
502	0.5203469444	0.6918169817
503	0.5203744444	0.6918153872
504	0.5203894444	0.6918138858
505	0.520395	0.6918124229
506	0.5203966667	0.6918106864
507	0.5204327778	0.6918091857
508	0.5204375	0.6918073542
509	0.5204463889	0.6918059045
510	0.5204525	0.6918044396
511	0.5204652778	0.691803
512	0.5204713889	0.6918017345
513	0.5204902778	0.6918004193
514	0.5205175	0.6917987283
515	0.5205277778	0.6917968846
516	0.5205466667	0.6917953234
517	0.5205369444	0.6917936962
518	0.5205433333	0.6917920056
519	0.520545	0.6917905363
520	0.5205647222	0.6917889906
521	0.5205947222	0.6917872354
522	0.5205744444	0.6917858515
523	0.5206261111	0.6917841472
524	0.5206097222	0.6917826599
525	0.5206438889	0.6917810748
526	0.5206375	0.6917794952
527	0.520655	0.6917778208
528	0.5206719444	0.6917763594
529	0.5206969444	0.691774639
530	0.5207033333	0.6917730647
531	0.5207302778	0.6917714271
532	0.5207122222	0.691769711
533	0.5207441667	0.6917679822
534	0.5207580556	0.691766413
535	0.5207752778	0.6917646353
536	0.5207486111	0.6917627807
537	0.5207863889	0.6917608509
538	0.5207894444	0.6917590501
539	0.5208269444	0.6917573704
540	0.5208463889	0.6917557309
541	0.5208583333	0.6917540177
542	0.5208822222	0.6917523836
543	0.5208688889	0.6917506855
544	0.5208852778	0.6917490558
545	0.5209052778	0.69174748
546	0.5209241667	0.6917458927
547	0.5209852778	0.6917440289
548	0.5209925	0.6917423029
549	0.5210041667	0.6917407799
550	0.5210302778	0.6917389044
551	0.5210461111	0.6917371566
552	0.5210477778	0.6917352231
553	0.5210619444	0.6917338633
554	0.5210830556	0.6917323966
555	0.5210963889	0.6917304081
556	0.5210941667	0.6917289776
557	0.5211338889	0.6917271494
558	0.5211680556	0.6917252817
559	0.52116	0.6917240226
560	0.5211641667	0.6917223303
561	0.5211722222	0.6917206006
562	0.5211772222	0.6917188505
563	0.5211847222	0.6917170805
564	0.521185	0.6917153638
565	0.5212163889	0.6917134005
566	0.5212666667	0.6917115617
567	0.5212616667	0.6917097443
568	0.5212697222	0.691708084
569	0.5212794444	0.6917063288
570	0.52127	0.6917045275
571	0.5213197222	0.6917023019
572	0.5213386111	0.691700443
573	0.5213761111	0.6916987677
574	0.5213722222	0.6916970389
575	0.5213627778	0.6916952584
576	0.5213838889	0.6916936375
577	0.5214108333	0.6916916573
578	0.5214319444	0.6916900541
579	0.5214169444	0.6916882772
580	0.5214633333	0.6916866781
581	0.5214630556	0.6916848174
582	0.5215038889	0.6916831763
583	0.5215155556	0.6916815348
584	0.5215172222	0.691679938
585	0.521515	0.6916779909
586	0.5215280556	0.6916763772
587	0.5215311111	0.6916746459
588	0.5215513889	0.691672965
589	0.5215752778	0.6916712431
590	0.52157	0.6916696225
591	0.5215813889	0.6916683395
592	0.5215913889	0.6916666707
593	0.5216005556	0.6916646755
594	0.5216083333	0.6916625905
595	0.5216516667	0.6916607793
596	0.5216527778	0.6916590069
597	0.5216388889	0.6916571362
598	0.5216775	0.6916555019
599	0.5216708333	0.6916538684
600	0.521675	0.6916520252
601	0.5216763889	0.6916501474
602	0.5216961111	0.6916480234
603	0.5217169444	0.6916463411
604	0.5217272222	0.6916444729
605	0.5217544444	0.6916427642
606	0.5217819444	0.6916410401
607	0.5217797222	0.6916395632
608	0.521785	0.6916378789
609	0.5218025	0.6916360249
610	0.5218680556	0.6916342746
611	0.5218888889	0.6916324937
612	0.5219155556	0.6916306969
613	0.5219186111	0.6916290813
614	0.5219380556	0.6916272536
615	0.5219275	0.6916255073
616	0.5219530556	0.6916239654
617	0.5219922222	0.6916222304
618	0.5220036111	0.6916204095
619	0.5220322222	0.691618657
620	0.5220355556	0.6916169194
621	0.5220813889	0.6916152996
622	0.5220788889	0.69161362
623	0.5220969444	0.691612037
624	0.5220925	0.6916103777
625	0.5221116667	0.6916086639
626	0.5221386111	0.6916066569
627	0.5221441667	0.6916049823
628	0.5221691667	0.6916032214
629	0.5221858333	0.6916013355
630	0.5222094444	0.6915994982
631	0.5222152778	0.6915976428
632	0.5222105556	0.6915956994
633	0.5222186111	0.6915939092
634	0.5222461111	0.6915922633
635	0.5222738889	0.6915909073
636	0.522315	0.6915893058
637	0.5223341667	0.6915876371
638	0.5223255556	0.6915858395
639	0.5223527778	0.6915836851
640	0.5223725	0.6915816642
641	0.5223761111	0.6915797543
642	0.5223922222	0.6915780518
643	0.5224155556	0.6915763727
644	0.5224125	0.691574561
645	0.5224313889	0.6915727477
646	0.5224241667	0.6915710247
647	0.5224652778	0.6915691757
648	0.5224780556	0.6915674751
649	0.5224663889	0.6915657336
650	0.5225175	0.6915639054
651	0.5225297222	0.6915622027
652	0.5225141667	0.6915604942
653	0.5225352778	0.6915586196
654	0.5225633333	0.6915570285
655	0.5225911111	0.6915552405
656	0.5226294444	0.6915537069
657	0.5226494444	0.691551845
658	0.5226738889	0.6915498804
659	0.522655	0.6915483168
660	0.5226583333	0.6915468754
661	0.5226544444	0.6915452457
662	0.5226886111	0.6915434413
663	0.5227041667	0.6915417402
664	0.5227175	0.6915398186
665	0.5227247222	0.6915380823
666	0.5227361111	0.6915366684
667	0.5227569444	0.6915351711
668	0.5227766667	0.6915334942
669	0.5227791667	0.69153165
670	0.5227730556	0.6915297056
671	0.5228144444	0.6915278361
672	0.5228238889	0.6915263835
673	0.5228211111	0.6915246585
674	0.5228522222	0.6915229554
675	0.5228602778	0.6915214547
676	0.5228594444	0.6915198424
677	0.5228708333	0.6915180057
678	0.5229019444	0.6915160771
679	0.5229147222	0.6915143432
680	0.5229577778	0.6915126818
681	0.5229719444	0.6915108838
682	0.5229894444	0.691509068
683	0.5229958333	0.6915072924
684	0.5230305556	0.6915055427
685	0.5230338889	0.6915039144
686	0.5230438889	0.6915021367
687	0.5230452778	0.691500278
688	0.523055	0.6914986051
689	0.5230963889	0.6914968096
690	0.5231136111	0.6914951191
691	0.5231288889	0.6914934191
692	0.523125	0.6914918629
693	0.5231361111	0.6914899574
694	0.5231294444	0.6914880835
695	0.5231444444	0.6914862709
696	0.5231966667	0.6914842837
697	0.5232191667	0.6914823055
698	0.5232411111	0.6914805474
699	0.5232494444	0.6914787804
700	0.5232475	0.6914768879
701	0.5232708333	0.6914751673
702	0.5232877778	0.6914734739
703	0.523315	0.6914716085
704	0.5232905556	0.6914697506
705	0.5233083333	0.6914679966
706	0.5233222222	0.6914663463
707	0.5233216667	0.6914651236
708	0.5233372222	0.6914633289
709	0.5233711111	0.6914612835
710	0.5234013889	0.6914596548
711	0.5234169444	0.6914577798
712	0.5234377778	0.691455971
713	0.5234461111	0.691454464
714	0.5234766667	0.6914530398
715	0.5234475	0.6914512679
716	0.5234630556	0.69144952
717	0.5234980556	0.6914478285
718	0.5235016667	0.6914462733
719	0.5234977778	0.6914447508
720	0.5235286111	0.6914428215
721	0.5235447222	0.6914409736
722	0.5235583333	0.6914394598
723	0.5235575	0.6914376365
724	0.5235547222	0.6914357868
725	0.5235677778	0.6914340944
726	0.5235861111	0.691432357
727	0.5235986111	0.6914306208
728	0.5236308333	0.6914289098
729	0.5236322222	0.6914270432
730	0.5236569444	0.6914252669
731	0.5236602778	0.691423804
732	0.5236922222	0.6914220661
733	0.5236911111	0.6914203786
734	0.5237247222	0.6914184353
735	0.5237277778	0.6914164708
736	0.5237605556	0.6914147687
737	0.5237744444	0.6914134291
738	0.5237919444	0.6914120647
739	0.5238152778	0.6914102836
740	0.5238613889	0.6914084388
741	0.5238622222	0.6914066773
742	0.5238675	0.6914050458
743	0.5239091667	0.6914032862
744	0.5238947222	0.6914013914
745	0.5239486111	0.6913994584
746	0.52394	0.6913975566
747	0.5239597222	0.6913958164
748	0.5239708333	0.6913941001
749	0.5239841667	0.6913924615
750	0.5240055556	0.691390696
751	0.5240380556	0.691388817
752	0.5240355556	0.6913871787
753	0.5240497222	0.6913852246
754	0.5240794444	0.6913832301
755	0.5240977778	0.6913817362
756	0.5241127778	0.6913798306
757	0.5241086111	0.6913783988
758	0.5241186111	0.6913764198
759	0.5241311111	0.691374411
760	0.5241405556	0.6913726235
761	0.5241383333	0.69137106
762	0.5241525	0.6913692909
763	0.5241625	0.6913673607
764	0.5241802778	0.6913655649
765	0.5241958333	0.6913637824
766	0.5242086111	0.6913621016
767	0.5242211111	0.6913602148
768	0.5242247222	0.691358443
769	0.5242388889	0.6913568489
770	0.5242475	0.69135507
771	0.52428	0.6913534244
772	0.5242922222	0.691351825
773	0.5242791667	0.6913501383
774	0.5242933333	0.6913483033
775	0.5243144444	0.6913464074
776	0.5243308333	0.6913445245
777	0.5243625	0.6913429775
778	0.5244041667	0.691340962
779	0.5244030556	0.6913392063
780	0.5244188889	0.6913374081
781	0.5244183333	0.6913356403
782	0.5244508333	0.6913338455
783	0.5244369444	0.6913320251
784	0.5244272222	0.6913302775
785	0.5244552778	0.6913287114
786	0.5244933333	0.6913269711
787	0.5244958333	0.6913253151
788	0.5245436111	0.6913233791
789	0.5245430556	0.6913216642
790	0.5245880556	0.6913198993
791	0.5246108333	0.6913181428
792	0.5246227778	0.6913163791
793	0.5246283333	0.6913146075
794	0.5246352778	0.691313291
795	0.5246363889	0.6913115383
796	0.5246347222	0.6913098323
797	0.5246680556	0.6913079292
798	0.5246983333	0.6913061918
799	0.5247069444	0.6913047501
800	0.5247077778	0.691303019
801	0.5247213889	0.6913013866
802	0.5247411111	0.6912998702
803	0.5247233333	0.6912979218
804	0.5247627778	0.6912959235
805	0.5248072222	0.6912941441
806	0.5248394444	0.6912924113
807	0.5248461111	0.6912906673
808	0.5248397222	0.6912888382
809	0.5248530556	0.6912871813
810	0.5248680556	0.6912855539
811	0.5248730556	0.6912837776
812	0.52488	0.6912820994
813	0.5248938889	0.6912805097
814	0.5249380556	0.6912784445
815	0.5249783333	0.6912766162
816	0.5249922222	0.6912750783
817	0.5249972222	0.6912729955
818	0.5250158333	0.6912712682
819	0.5250019444	0.6912692689
820	0.5250269444	0.6912677715
821	0.5250302778	0.6912662696
822	0.5250427778	0.6912645227
823	0.5250727778	0.6912627313
824	0.5250697222	0.6912611677
825	0.5250669444	0.6912595337
826	0.5250669444	0.6912577422
827	0.5250880556	0.6912560855
828	0.5250852778	0.6912541735
829	0.5251211111	0.6912523615
830	0.5251391667	0.6912508688
831	0.5251663889	0.6912490246
832	0.5251716667	0.691247236
833	0.5252063889	0.6912456704
834	0.5251977778	0.6912443157
835	0.5252247222	0.6912426674
836	0.5252394444	0.6912408208
837	0.5252716667	0.6912389481
838	0.5252802778	0.6912373804
839	0.5252833333	0.6912355809
840	0.5253047222	0.6912340087
841	0.5252961111	0.6912321617
842	0.5253066667	0.6912303461
843	0.5253191667	0.6912285686
844	0.5253386111	0.6912268161
845	0.5253194444	0.691225131
846	0.52533	0.6912233677
847	0.5253547222	0.6912214628
848	0.5253722222	0.6912196944
849	0.5253808333	0.6912179151
850	0.5254175	0.6912160648
851	0.52544	0.6912142282
852	0.5254388889	0.6912125727
853	0.5254427778	0.6912107692
854	0.5254641667	0.6912089899
855	0.5254769444	0.6912073052
856	0.5255052778	0.6912054895
857	0.5255080556	0.6912037458
858	0.5255247222	0.6912020545
859	0.5255483333	0.6912002348
860	0.5255305556	0.6911984765
861	0.5255477778	0.6911968237
862	0.5255569444	0.6911951283
863	0.5255897222	0.6911930841
864	0.5256022222	0.691191352
865	0.5256336111	0.691189706
866	0.5256605556	0.6911880001
867	0.5256936111	0.6911862863
868	0.5257069444	0.6911844207
869	0.5257080556	0.6911825651
870	0.5257380556	0.6911806048
871	0.5257483333	0.6911788335
872	0.5257572222	0.6911768636
873	0.5257716667	0.6911752623
874	0.5257513889	0.6911733933
875	0.5257888889	0.6911716749
876	0.5257930556	0.6911697651
877	0.5258152778	0.6911679617
878	0.5258388889	0.6911665713
879	0.5258616667	0.6911650458
880	0.5258761111	0.6911629998
881	0.5258863889	0.6911613945
882	0.5259088889	0.6911599289
883	0.5259241667	0.6911580814
884	0.5259072222	0.6911564365
885	0.5259525	0.691155132
886	0.5259525	0.6911534678
